ID_REF,GSM41252,GSM41253,GSM41254,GSM41255,GSM41256,GSM41257,GSM41258,GSM41259,GSM41260,GSM41264,GSM41265,GSM41266,GSM41279,GSM41280,GSM41281,GSM41785,GSM41786,GSM41787,GSM41788,GSM41789,GSM41790,GSM41791,GSM41792,GSM41793,GSM41797,GSM41798,GSM41799,GSM41811,GSM41812,GSM41813
YEL005C,-0.164514,-0.435126,-0.291414,-0.0206472,0.0443282,0.344643,0.647708,0.570154,0.622757,0.120437,0.122108,0.137579,-0.203005,-0.243363,-0.123276,0.0794524,-0.0285344,-0.00444615,0.0120176,0.050545,-0.0333162,0.183567,0.126025,0.104035,0.103911,0.0597704,-0.0637913,0.0877376,0.178715,0.162766
YEL006W,-0.0984825,-0.148625,-0.2532,-0.160112,-0.120269,-0.0119986,-0.103858,0.334243,0.0170091,-0.00741065,0.176174,-0.222593,-0.087524,-0.0161138,-0.0437049,-0.117649,-0.10224,0.0665977,-0.207386,-0.17789,-0.0652659,-0.214255,-0.100933,-0.12511,0.0348257,0.143879,0.0166332,-0.152297,-0.251482,-0.152713
YEL007W,0.321485,0.253972,0.0795966,0.916424,0.745522,0.268522,1.38673,0.638236,0.572415,0.412804,0.00507815,0.596526,0.233397,0.0633637,0.116343,-0.254076,0.142639,-0.177175,-0.0449567,-0.0491044,-0.0685653,-0.044467,0.00544382,0.0534583,0.28033,0.158038,0.182573,0.07894,0.321855,0.0960824
YEL009C,-0.0585239,-0.0642124,-0.0305188,0.0407357,0.256421,-0.000302736,0.144264,-0.138227,0.0607372,0.136287,0.21671,0.338418,0.19916,0.0718156,0.387164,-0.0699814,-0.000283151,-0.0629414,0.116839,0.256095,0.163711,0.29115,0.100202,0.186943,0.213574,0.275361,0.15309,0.0825306,0.0654529,0.0610744
YEL011W,-0.140578,-0.762325,-1.3438,0.938435,1.22353,0.616036,1.5734,1.37158,1.34185,0.0750472,-0.136087,0.282805,-0.570685,-0.838037,-0.538333,0.220364,0.508468,0.624977,-1.52951,-1.11971,-1.41015,-1.87362,-2.00212,-1.82184,-1.44312,-1.02778,-1.55213,0.879215,1.51803,1.0368
YEL012W,-0.29541,-0.707958,-0.588328,0.154851,0.119829,0.469901,0.922423,1.37054,1.28334,-0.221942,0.171536,0.125449,-0.322608,-0.237354,-0.430255,0.498981,0.143469,0.18345,-0.0410795,-0.155436,-0.279822,-0.443884,-0.636358,-0.610018,-0.571249,-0.250296,-0.325358,0.56945,0.6046,0.64999
YEL013W,-0.166793,-0.0999193,-0.206991,0.117968,0.170124,-0.371203,0.47298,0.160569,0.21067,0.0863603,-0.0970267,0.291853,0.221595,0.028352,0.443753,-0.24365,0.0242085,-0.112369,-0.275611,0.0936186,-0.125814,0.152051,-0.136064,-0.235312,0.0774171,0.0226175,-0.139934,0.0443324,0.37124,0.136156
YEL015W,0.00127422,0.00585265,0.161834,0.235099,0.197334,-0.162673,0.107133,-0.077845,-0.114624,0.063592,-0.0315335,0.326492,0.177342,0.0854399,0.380552,-0.0571754,-0.117584,0.0344344,-0.15449,0.122562,0.0601845,0.298266,0.0417921,0.158294,0.136674,0.0382351,0.151282,-0.168381,-0.0347991,-0.0525572
YEL016C,-0.116991,-0.262547,-0.188287,-0.170636,-0.183651,0.108726,-0.140548,0.0587176,-0.193626,-0.0971578,-0.0943159,-0.0808682,-0.21977,-0.18332,-0.26151,-0.129456,0.100101,-0.153726,0.0815111,0.0727413,0.196902,-0.0822979,0.0468979,0.0840775,0.0854398,0.223687,-0.107754,0.0519151,-0.197378,-0.149559
YEL017C-A,0.0693853,0.207215,0.645261,0.0974309,0.651487,0.0956951,0.383916,0.115822,0.2329,0.0421014,-0.0324548,0.162968,-0.0126848,-0.171928,-0.0300267,-0.105013,-0.148895,0.089553,-0.0564433,0.14834,-0.0365734,0.189739,-0.0845218,-0.0124892,0.0886893,0.157093,-0.0901649,0.00527338,0.040205,-0.0887628
YEL017W,-0.255171,-0.41107,-0.371456,-0.155716,-0.09027,0.183459,0.394978,0.513042,0.540866,-0.0593567,-0.136308,-0.00164396,-0.137899,-0.197908,-0.228921,-0.191241,-0.0853735,0.0889364,0.0550226,-0.16244,-0.199289,-0.208902,-0.311444,-0.382077,-0.146102,0.138636,0.0537355,0.192643,0.222973,0.293969
YEL018W,-0.0215986,0.118297,0.271093,-0.0342626,0.0106332,0.282229,0.11449,-0.00709596,0.0480354,-0.0164203,0.0568026,0.0419262,0.00769135,0.00336527,0.143768,-0.0877787,0.0711812,0.00523971,-0.0749598,0.0690695,-0.0933199,0.0471308,0.22322,0.122694,0.0707506,0.264099,-0.084909,-0.115115,0.109364,-0.0304881
YEL019C,-0.0419333,0.0148703,-0.232348,0.0407197,-0.370633,-0.150722,-0.408342,0.168108,-0.533599,-0.299664,-0.14202,-0.199558,-0.267594,-0.0228245,-0.118725,-0.330664,-0.184401,-0.117154,-0.180118,0.318296,0.277599,0.359414,0.231104,0.38159,0.29048,0.227149,0.262538,-0.068258,-0.16293,-0.384763
YEL020C,0.139265,0.176805,0.290235,0.469073,0.155686,0.342951,0.646946,0.556138,0.606104,0.163805,0.166019,0.209324,-0.30321,-0.321635,0.00590321,0.401085,0.136357,-0.0214268,0.136013,0.115382,-0.0348415,-0.0334724,0.0563565,0.168288,0.0735921,0.0475571,-0.176363,0.103636,0.144566,-0.0241073
YEL020W-A,0.228476,0.247201,0.44881,0.448314,0.437299,0.732163,0.495625,0.883384,0.910743,0.434371,0.614381,0.32525,-0.805856,-0.868152,-0.95567,0.585686,0.523124,0.059589,0.511932,0.372176,0.576107,0.643185,0.724198,0.577582,0.0663325,0.388115,-0.00357804,-0.856257,-0.6067,-0.579436
YEL021W,-0.112712,0.324349,0.572199,0.0808112,0.436406,0.126516,0.121956,0.182474,0.0850728,0.228846,0.255384,0.200921,-0.222317,-0.260058,-0.252818,0.366512,0.293227,0.0977268,0.430217,0.281326,0.0454653,0.559031,0.475742,0.319967,0.376953,0.393565,-0.0804525,-0.546169,0.0157366,-0.489577
YEL022W,0.0452198,-0.0846798,-0.0979481,-0.233665,-0.273269,-0.34638,-0.561849,-0.42098,-0.608689,-0.0899233,0.121436,-0.256711,0.0601994,0.147521,-0.153572,-0.244522,0.0688019,-0.141647,-0.295905,0.00975963,-0.0744687,-0.0251395,-0.147947,-0.167569,0.00765273,-0.0556574,-0.0282204,-0.00878141,-0.109005,-0.075796
YEL023C,0.0573199,0.00125944,0.157269,0.12795,-0.000852977,0.30458,0.516577,0.425518,0.482177,-0.633602,-0.118176,-0.186772,-0.127463,-0.0104664,-0.262115,-0.118274,-0.10969,-0.189628,-0.32076,-0.227268,-0.353427,-0.280907,-0.257386,-0.27957,-0.11338,-0.276466,-0.347605,0.718381,0.621482,0.622631
YEL024W,0.799957,0.901062,0.944395,1.25055,0.952581,1.22818,1.02116,1.14998,1.19407,-0.261081,-0.101332,-0.459711,-1.77756,-1.70978,-1.73953,1.46945,1.34112,1.28321,1.19012,1.41796,1.21102,1.15578,0.914041,0.814782,-0.842644,-0.75097,-0.923134,-1.07744,-0.413225,-1.01198
YEL025C,0.144325,-0.0554009,0.0543752,0.0798109,0.317817,0.247851,0.0441177,-0.0929383,-0.0763629,-0.253267,-0.249293,-0.296778,0.0538157,-0.0840068,-0.0610679,-0.102707,0.0897692,-0.0376593,-0.122886,0.14159,-0.167024,-0.0729117,-0.164949,-0.185691,0.162362,-0.190792,-0.193193,-0.106996,0.0611559,-0.305438
YEL026W,0.506252,0.539141,0.795407,0.118439,-0.0242138,0.307968,-1.05498,-0.990311,-0.845797,-0.761165,-0.485755,-0.668777,0.555628,0.469082,0.515185,0.198641,-0.0428424,0.0501829,0.404201,0.135551,0.120078,0.482592,0.333121,0.165751,0.251302,0.148705,0.345812,-0.237636,-0.297928,-0.208476
YEL027W,-0.400067,-0.129126,-0.115446,-0.390391,-0.0922693,0.00641448,-0.223336,-0.0317154,0.137067,0.00849586,0.257618,0.10031,-0.0542138,0.0466018,0.241084,-0.111782,-0.245492,-0.100576,-0.0553794,-0.162457,-0.272693,0.0507779,-0.0765173,-0.0695837,0.242376,-0.122759,-0.0805368,0.119856,0.255628,0.0174924
YEL029C,0.201576,0.186153,0.601618,-0.0857302,0.0742468,-0.0549189,-0.212637,-0.596018,-0.300968,-0.0276194,0.00749133,0.227518,0.411081,0.154148,0.524008,0.0482687,-0.0847792,-0.0193614,-0.051149,0.172884,0.0942165,0.208644,-0.0246385,0.0739959,0.290196,0.193901,-0.00626924,-0.361817,-0.326148,-0.318794
YEL030W,0.294959,0.42534,-0.0166645,-0.100743,-0.137046,0.245257,0.148275,0.335269,0.34201,0.090599,0.34032,0.141982,-0.0752281,-0.323099,-0.174422,0.105812,0.12507,-0.0239541,0.39035,0.0971454,0.00176778,0.339472,0.159951,0.135096,0.214697,0.215824,-0.0325988,-0.238788,-0.388143,-0.269194
YEL031W,0.290388,0.404099,0.588374,0.456749,0.375439,0.0920924,0.0830319,-0.305695,-0.133178,0.0588385,-0.218087,0.0536701,0.361366,0.179348,0.188858,-0.0531859,0.0705266,-0.0348989,0.0180374,0.174925,0.0566457,0.269335,0.0914389,0.0899798,0.18935,0.084229,-0.0644529,0.0742671,0.110781,0.0772521
YEL032W,-0.224873,-0.0560941,-0.405476,-0.610954,-0.583603,-0.228238,-0.802414,-0.522771,-0.675956,-0.101758,-0.0185842,-0.0154604,-0.140107,0.0776904,-0.0914552,-0.34041,0.0395644,-0.266016,0.142938,-0.134068,-0.0889758,-0.000977915,-0.337032,-0.0959619,-0.211836,-0.17229,-0.196467,0.0484699,-0.0508293,-0.0522462
YEL034W,1.37781,1.19571,1.21542,1.2199,0.829005,1.15828,0.564017,0.822037,0.560182,0.191699,0.218073,0.0600874,-1.04961,-0.94777,-0.842507,0.672984,0.806452,0.715095,0.785545,0.857216,0.896617,0.683567,0.733309,0.899147,-0.0855127,0.0117351,-0.0767101,-1.42688,-0.802414,-1.55329
YEL035C,0.452652,0.506298,1.02981,0.535119,0.585288,0.497719,0.804684,0.451441,0.0904385,-0.319872,-0.365023,0.0344237,-1.07091,-0.701548,-0.593641,0.63959,0.465631,0.506492,0.874834,0.936996,0.398346,0.594996,0.842717,0.495857,0.177776,-0.0389118,-0.274192,-1.81957,-1.04771,-0.914825
YEL036C,0.46609,0.487861,0.456913,0.197984,-0.021944,0.425289,-0.229268,-0.159758,-0.244284,0.0483213,-0.0961177,0.0456345,-0.041932,0.0543183,0.0265498,0.197113,0.351375,0.0304988,0.606008,0.359716,0.400328,0.262316,0.106116,0.17309,-0.157441,0.0556713,-0.0318124,-0.0599931,0.0757438,0.120286
YEL037C,-0.0756925,0.1202,0.366185,0.166254,0.512441,-0.0269368,0.419172,-0.117305,0.100268,0.172474,0.0917241,0.3515,0.258002,-0.0746087,0.0673991,-0.0155207,0.0717437,0.176962,0.32389,0.295351,0.225544,0.179901,0.125486,0.0723563,0.19543,0.011206,0.18373,-0.265571,-0.250401,-0.235309
YEL038W,0.195312,-0.0701053,0.10816,-0.159598,0.163745,0.154757,0.195863,0.321887,0.302832,-0.242522,-0.0198938,-0.0495973,-0.172503,-0.0243551,-0.145531,0.2636,0.211871,0.47476,0.453252,0.219905,0.275195,0.381694,0.217709,0.240031,-0.0502426,-0.0299877,-0.193815,0.0771364,-0.0310623,0.0267176
YEL039C,0.452998,0.115683,-0.0680867,0.102133,0.409808,0.460335,0.794132,0.936227,0.941428,-1.08814,-0.516807,-0.50617,-0.709021,-0.950097,-0.355941,2.29389,0.592005,0.754068,0.0112389,-0.140058,0.0783848,-0.0329416,-0.0868926,-0.263737,-0.594703,-0.696077,-0.779976,-0.763533,1.08109,-0.285737
YEL040W,0.223838,0.103581,0.163813,-0.5503,-0.183525,-0.249989,-1.44819,-0.861247,-1.191,-0.662331,-0.552532,-0.641952,-0.177755,-0.214684,-0.20373,0.090197,0.0444329,0.0164797,0.544109,0.279015,0.332857,0.561092,0.132796,0.395413,0.0523145,-0.0723357,-0.0221396,-0.769161,-0.123068,-0.290293
YEL041W,-0.239782,-0.472619,-0.573776,-0.339423,-0.180519,-0.148005,0.624746,0.503846,0.251725,0.0841378,-0.14124,0.0472991,-0.594877,-0.712246,-0.555102,0.288438,0.0425351,0.184541,-0.763198,-0.0808357,-0.255641,-0.574336,-0.261016,-0.455736,-0.379657,-0.198714,-0.343774,0.012372,0.382841,0.196409
YEL042W,0.324814,0.410806,0.337811,0.156336,0.0975536,0.146918,-0.296736,-0.302591,-0.0639541,-0.397731,-0.219495,-0.476002,0.376659,0.362297,0.335809,0.175534,0.166934,0.111076,0.208308,0.0951724,0.0720357,0.228336,0.163399,0.186092,0.321631,0.287055,0.362037,-0.0973289,-0.379014,-0.157972
YEL043W,0.2654,0.0115022,-0.0505831,0.320434,0.184242,-0.342163,0.647841,0.132774,-0.0618834,0.440647,0.09334,-0.0179011,-0.146475,-0.146487,-0.142142,-0.195486,-0.0345627,-0.25358,-0.0276617,-0.0164279,-0.0599995,0.161527,-0.0235951,0.276636,0.273189,-0.113165,0.0307592,-0.162416,-0.135116,-0.478665
YEL044W,-0.12908,-0.179533,0.0274791,-0.0422096,0.0988528,0.277862,0.36953,0.75349,0.715485,-0.263071,0.0173836,-0.0604513,0.370508,0.438513,0.524239,0.316009,0.0440988,0.271515,0.269947,0.216288,0.0664103,0.415852,0.261776,0.101333,-0.132043,-0.0938071,0.118984,0.0783704,0.075992,0.333836
YEL046C,0.261273,0.156309,0.13512,-0.0944477,-0.317833,-0.125999,-0.637952,-0.855093,-0.824476,0.126332,0.018966,-0.0539081,0.78254,0.817354,0.880105,0.386502,0.378655,0.0716123,0.394128,0.282923,0.152171,0.443941,0.212296,0.0272719,0.309393,0.148928,0.054361,-0.0873371,-0.134693,-0.14436
YEL047C,-1.47154,-1.4367,-1.65677,-1.95709,-1.94127,-1.839,-1.41517,-1.47865,-1.23832,-0.418777,-0.62275,-0.510002,0.684019,0.616462,1.00696,-1.71585,-1.5733,-1.43442,-1.64762,-1.70766,-1.63715,-1.55368,-1.50962,-1.61686,-0.764986,-0.895514,-0.74867,1.06339,1.02455,1.0517
YEL048C,-0.175152,-0.143313,0.059214,-1.03475,-1.04,-0.63013,-1.06384,-0.97026,-0.883658,-0.441177,-0.145254,-0.808782,0.463584,0.54668,0.594165,-0.167499,-0.247995,-0.139731,0.0199921,0.196481,0.129973,0.391846,0.209522,0.0428245,-0.188316,-0.2788,-0.0367221,0.0682252,-0.242587,-0.0192689
YEL049W,-1.77395,-1.72652,-1.96402,-2.84712,-2.58987,-2.2774,-2.24377,-2.24467,-2.40767,-2.0298,-1.73736,-1.43846,1.44472,1.57063,1.62151,-1.23579,-1.02698,-1.28147,-1.38446,-1.48925,-1.47031,-1.36979,-1.50511,-1.33222,-1.01308,-1.03603,-0.859329,2.26951,1.9068,1.879
YEL050C,0.0790387,0.109606,0.383855,0.221404,0.182202,0.549754,0.567224,0.719947,0.715427,0.425925,0.550347,0.45691,-0.686843,-0.606997,-0.720627,0.280883,0.343044,0.480903,0.310053,0.388787,0.32656,0.48942,0.32711,0.371865,0.278693,0.305285,0.365357,-0.397029,-0.456697,-0.533116
YEL051W,-0.396752,-0.0815702,0.159617,-0.532862,-0.383412,-0.290857,0.0101534,-0.225023,-0.177691,-0.014476,0.0168181,0.192064,0.18758,0.219709,0.417316,-0.290077,-0.1392,-0.00534268,-0.323322,-0.255546,-0.0457882,-0.199131,-0.106339,-0.193471,0.103362,0.0317127,-0.0245128,0.0657446,0.278499,0.452628
YEL052W,-0.060318,-0.160803,0.0278548,0.261207,0.230029,0.436649,0.788249,0.896351,0.763095,0.64697,0.783881,0.584571,-0.499833,-0.604296,-0.620106,0.277857,0.326968,0.352694,0.0771948,0.100925,0.0461894,0.343273,0.0527723,0.162874,0.088391,0.0676871,0.139352,-0.374859,-0.495869,-0.47993
YEL053C,0.173712,0.299805,0.496944,0.590772,0.386579,0.401358,0.424828,0.0324758,0.386205,0.0844914,-0.16613,0.307241,0.290387,0.176317,0.0858372,-1.0785,-0.537008,-2.12176,-1.12834,-2.04162,-0.437804,-1.6395,-1.22249,-1.29754,-1.64121,NA,-1.71444,-1.91291,-2.28543,NA
YEL054C,0.124211,0.205951,0.315791,-0.020584,-0.218345,0.143816,-0.785235,-0.313703,-0.299354,-0.608571,-0.304075,-0.476024,0.117793,0.0934161,-0.0453912,-0.0427908,-0.0597322,-0.108391,0.266239,0.00946547,-0.0640762,0.0848821,-0.147599,-0.0169917,-0.184175,-0.126819,-0.31825,-0.0916724,-0.114952,-0.112787
YEL055C,0.151263,0.389808,0.681039,0.267316,0.567988,0.0844404,-0.540627,-0.815684,-0.642449,-0.539397,-0.482311,-0.456152,0.598838,0.19995,0.275705,-0.020195,-0.114514,-0.103053,0.417096,0.10631,0.113616,0.283187,0.389791,0.270367,0.27574,-0.145494,0.0456671,-0.504614,-0.491882,-0.44615
YEL056W,0.025355,-0.0624329,0.0424336,0.313404,0.150028,0.466015,0.140371,0.445057,0.492153,-0.151482,0.0467764,-0.2937,-0.119054,-0.0731973,-0.192091,-0.0751336,0.0273407,-0.00831164,0.0478043,0.0191593,0.0227506,0.0734277,-0.247903,-0.0991291,0.0682818,0.168593,0.115142,-0.295245,-0.273125,-0.202656
YEL057C,-0.353004,-0.404014,-0.332707,1.66284,1.6813,1.42252,1.3629,1.16739,1.16939,-0.495455,-0.529433,-0.286611,-0.521913,-0.842574,-0.99742,0.322282,0.177309,0.597507,0.45862,0.101208,0.137008,0.182405,-0.055349,-0.00582567,-0.157464,-0.112314,-0.133173,-0.696062,-0.588661,-0.539113
YEL058W,0.273795,0.364714,0.434303,0.450378,0.184726,0.422406,0.1912,0.325565,0.46357,0.163556,0.208887,0.229387,0.0460423,0.142312,0.0587355,0.18241,0.0943368,0.236054,0.419457,0.376148,0.178924,0.0625008,0.0439365,0.131524,0.0741123,0.27778,0.118838,0.257543,0.194901,0.208963
YEL059C-A,-0.130364,0.16863,0.292286,-0.0750902,0.392141,0.135881,0.409608,0.380678,0.38406,0.0926289,0.371829,0.524682,-0.0200083,-0.0653848,-0.229256,0.0426963,0.366302,0.00314573,0.287342,0.101697,0.0928048,0.300637,0.495883,0.4113,-0.0559642,0.430123,-0.203949,-0.110209,0.419274,0.307014
YEL060C,0.0540825,0.0423767,0.0506436,0.242282,0.326805,0.14095,0.953127,0.635553,0.420278,0.735095,0.2904,0.567497,0.239585,0.112491,0.040025,0.163462,0.494421,0.575572,0.322964,0.319198,0.153308,-0.125679,0.0129501,-0.167618,-0.294673,-0.262328,-0.325424,0.582044,0.668465,0.640656
YEL061C,-0.0816848,0.126131,-0.0778663,-0.0796534,-0.263628,-0.163987,-0.548589,-0.264729,-0.289717,-0.0845037,0.163235,-0.04445,-0.0430041,0.00900188,-0.163579,-0.139556,0.133649,-0.398737,0.0659985,0.187916,0.167895,0.0252037,0.0712301,0.304936,0.0426392,0.211535,0.226932,-0.133974,0.0561648,0.0283439
YEL062W,-0.0967905,-0.0837172,-0.0697754,-0.0398437,0.180507,0.0397032,0.595881,0.256247,0.0918835,0.221534,-0.1272,0.190094,-0.0109537,-0.255097,-0.188174,-0.194781,0.0177874,0.12249,0.19124,0.290263,0.160574,0.0220335,0.012711,-0.0937314,0.0511037,0.105034,-0.233665,-0.297208,-0.0150071,-0.217535
YEL063C,-0.0794861,-0.0969954,-0.239898,0.132898,0.144985,0.250893,-0.189139,-0.14219,-0.0569164,-0.187052,-0.227409,-0.274362,0.194213,0.2217,0.122565,-0.186059,-0.0388823,-0.0559722,-0.140282,0.165147,0.0884331,0.0296357,-0.175797,0.143097,-0.140962,0.233947,0.156199,0.0917889,0.0917484,0.109254
YEL064C,-0.112619,-0.00661279,-0.184294,-0.444165,-0.52716,-0.217493,-0.221304,-0.456745,-0.103946,-0.0464486,0.302121,0.00844021,0.197582,0.151214,0.227027,-0.419305,-0.145623,-0.144007,-0.329511,-0.0615073,-0.311696,-0.0208012,-0.180117,-0.32476,0.26135,-0.143508,-0.0997691,0.201248,0.106247,0.0266517
YEL065W,0.735302,0.4885,0.830481,0.809501,0.748967,1.10108,-0.11252,0.0323961,0.235444,-0.536921,-0.0406425,-0.354857,-0.250571,-0.357312,-0.436125,0.332225,0.459804,0.793581,0.348442,0.619807,0.68339,0.843418,0.772305,0.882603,-0.358296,-0.377455,0.0605672,-0.792469,-1.10714,-1.16365
YEL066W,0.222544,0.315869,0.602736,0.0113135,-0.0146474,0.0177628,-0.0511569,-0.134533,-0.107165,-0.128587,-0.387246,-0.0540377,0.181525,0.151841,0.247134,-0.112188,-0.0489577,0.0569749,-0.137563,-0.0483369,0.00788307,0.0502315,0.159629,0.0921372,-0.0788534,0.0538172,0.0303958,0.173579,0.16208,0.233392
YEL069C,-1.60007,-1.76459,-1.51944,0.0950891,-0.270113,0.358438,1.50952,1.76447,1.8928,0.553589,0.330622,0.265182,-0.89297,-0.926546,-1.22709,-0.312,-0.591796,-0.119115,-0.39718,-0.578508,-0.159068,0.0255499,-0.696387,-0.188803,-0.334069,-0.56204,-0.288615,0.239369,0.237054,0.322959
YEL070W,-1.27025,-1.38749,-1.50351,-0.467872,-0.676707,-0.471524,0.582205,0.510068,0.575113,1.66638,1.34194,1.468,-0.851774,-0.850826,-1.54255,-0.25094,-0.41196,0.0227965,-0.546019,-0.466888,-0.487431,-0.301918,-0.314362,-0.317515,0.060651,0.139802,0.155904,0.0654693,0.0556057,0.014171
YEL071W,-1.50567,-1.61763,-1.39216,-1.28573,-1.57941,-1.19664,-0.52449,-0.48876,-0.285158,0.748,0.791725,0.527842,0.54935,0.453655,0.322595,-0.617894,-0.523881,-0.467566,-0.878158,-0.739787,-0.514581,-0.787461,-0.480842,-0.482732,0.771419,1.22448,1.01749,-0.299086,-0.354203,-0.346177
YEL072W,-0.381226,-0.51755,-0.435206,-1.12033,-0.971142,-0.748912,-0.0325087,0.0321944,-0.126084,0.325477,0.554762,0.43376,-0.187101,-0.0908799,0.0267296,-0.109144,-0.329702,-0.347444,-0.385498,0.102964,-0.276979,-0.421956,-0.0877062,-0.0428438,0.151503,0.00457278,0.0204781,-0.471805,-0.28029,-0.267092
YEL073C,-0.408052,-0.930889,-1.19635,-1.02856,-1.09626,-0.620191,-0.553394,-0.493831,-0.485305,-0.6909,-0.485106,-0.616418,0.184412,0.138992,0.0674746,-0.81777,-0.433311,-0.175713,-1.75688,-1.42425,-1.4812,-1.54993,-1.76386,-1.30056,-1.76537,-1.33119,-1.24557,1.77314,2.03717,2.2361
YEL075C,-0.125844,-0.315031,-0.381238,-0.81907,-0.95115,-1.00541,-0.540094,-0.77444,-1.18616,0.553075,0.157317,-0.0885514,0.547397,0.659017,0.210569,-0.287167,0.394307,0.0331094,-0.416539,0.251102,-0.142046,-0.239066,0.0922616,0.134491,-0.0439305,0.219911,0.128017,0.0277054,0.407279,-0.00328278
YEL076C,-0.00539594,-0.304991,-0.454305,-0.786261,-0.847912,-0.853497,-0.487052,-0.322709,-0.879064,0.339421,-0.211121,0.0675194,0.339309,0.400156,0.0934011,-0.632523,0.487676,0.0747069,-0.3431,0.393632,0.024418,-0.468149,0.0133548,-0.0380136,-0.246589,0.188398,-0.230619,-0.10039,0.546821,-0.272038
YEL076C-A,0.0283389,-0.101409,-0.225189,-0.512245,-0.64307,-0.788024,-0.292295,-0.563658,-1.06479,0.522533,-0.108986,0.146797,0.37331,0.564164,0.403651,-0.557504,0.580718,0.0704336,-0.325293,0.515045,-0.0486195,-0.463874,0.145606,0.15168,-0.264882,0.281767,-0.125263,-0.00622051,0.555488,-0.305439
YEL077C,0.0331855,0.0669366,0.0494084,0.128972,-0.0172548,0.0137298,0.268202,0.173394,0.104678,0.604453,0.436069,0.396964,0.0725923,0.311773,0.325934,0.038581,0.229511,0.0607755,0.12434,0.145999,-0.076133,-0.118847,-0.0339546,-0.215575,-0.179877,0.0804649,-0.0877189,0.363214,0.340379,0.127986
YER001W,0.385479,0.429337,0.238003,-0.00971559,0.205894,0.113009,-0.681852,-0.599519,-0.568544,0.315135,0.276215,0.337292,-0.227263,-0.121376,-0.373683,0.00513487,0.16133,-0.0637973,0.541014,0.298687,0.437669,0.33305,0.144518,0.398278,0.379428,0.355843,0.342278,-0.391914,-0.378141,-0.395851
YER002W,0.494791,0.540514,0.388244,0.3552,0.372532,0.19996,-1.00158,-0.972881,-0.802938,-0.595966,-0.609646,-0.501243,0.456822,0.448578,0.619654,0.270145,-0.00708727,-0.371591,0.617162,0.355383,0.437777,0.56031,0.554003,0.678058,0.0401012,-0.0832308,0.172053,-0.417272,-0.314107,-0.31235
YER003C,0.389848,0.414286,0.211801,0.168484,0.0717593,0.233463,-0.214056,-0.0236772,0.0174755,-0.289682,-0.425622,-0.184007,0.111598,0.130011,0.027255,-0.0376786,0.0656763,0.000571731,0.205013,0.0672235,0.030324,-0.0438514,-0.017664,0.0064859,0.161924,0.264876,0.119743,0.240037,0.140016,0.502875
YER004W,0.236256,0.478306,0.2898,0.404924,0.400981,0.242817,0.529523,0.19836,0.517153,0.784189,0.511791,0.559227,-0.0224467,-0.0446613,0.112469,0.384781,0.0201005,0.250913,0.506678,0.409716,0.178568,0.225969,0.168024,0.159635,0.271382,0.266343,0.290565,-0.0300979,-0.301331,-0.343557
YER005W,0.0440638,0.20772,0.168278,-0.0346806,0.118224,-0.201839,-0.0656338,-0.124642,-0.164421,0.217385,0.0787326,0.214934,0.0236779,-0.081759,-0.0410004,-0.307365,-0.0927914,-0.100543,0.160816,-0.0253945,0.195774,0.120506,-0.0406516,0.0322954,0.143291,-0.0060326,0.0221219,-0.122556,-0.217046,-0.0887379
YER006W,0.370555,0.609233,0.62675,0.416698,0.763418,0.486651,-0.402647,-0.481113,-0.402107,-1.53691,-1.25964,-1.23704,0.377248,0.52751,0.238819,0.0627542,-0.215393,-0.419909,0.27253,0.150925,0.0793699,0.561514,0.0530447,0.451162,0.234879,0.00621319,0.169999,-0.662914,-0.771486,-0.784078
YER007C-A,-0.064733,0.391867,0.418617,-0.0521289,0.558206,0.193387,-0.125536,-0.20715,-0.0430355,-0.283296,-0.165806,-0.0587566,0.181719,0.11207,0.197366,-0.0120743,-0.102528,0.25943,0.415954,0.113407,0.330577,0.298177,0.238833,0.214139,0.329913,0.19873,0.222069,-0.26135,-0.118779,0.0432101
YER007W,0.0262015,0.292096,-0.0513972,0.00493892,0.192405,0.16472,-0.26058,-0.081492,0.159726,-0.11967,0.0307278,0.0413115,-0.213737,-0.236683,-0.155823,-0.0452858,-0.158999,-0.184917,-0.0195767,-0.0849466,-0.0726482,0.165014,0.120096,0.199912,-0.0199195,-0.0701465,-0.163534,-0.229644,-0.232078,-0.0617373
YER008C,0.00220573,-0.211748,-0.306129,-0.0973519,-0.423626,-0.418422,0.0737873,-0.00809768,-0.110862,0.211036,-0.0107214,-0.281904,0.0128957,0.0491886,0.00444797,-0.229717,0.0504607,-0.108106,-0.138256,0.23222,0.12887,-0.0795479,-0.162423,-0.0856588,0.143943,0.0803135,0.0430308,0.084955,-0.0253583,0.150535
YER009W,0.0981927,0.684945,0.581526,0.227634,0.0101762,0.228759,-0.315935,-0.212784,0.000292848,0.0410475,0.138575,0.137368,0.291663,0.198666,0.581063,0.431221,-0.107434,0.313549,0.321916,0.0773474,0.104708,0.468543,0.167858,0.108507,0.120745,0.178688,0.418817,0.227406,-0.0736846,0.376034
YER010C,-0.383204,-0.474523,-0.373487,-0.508897,-0.535277,-0.368347,-0.197673,0.120733,0.032758,0.154254,0.100507,0.0460613,0.126293,0.0832938,0.0940337,-0.220571,-0.236224,0.203189,-0.17052,-0.0970087,-0.0613982,-0.254261,-0.173355,-0.21545,-0.108233,-0.102879,-0.0575563,0.107039,0.176982,0.339354
