ID_REF,GSM41252,GSM41253,GSM41254,GSM41255,GSM41256,GSM41257,GSM41258,GSM41259,GSM41260,GSM41264,GSM41265,GSM41266,GSM41279,GSM41280,GSM41281,GSM41785,GSM41786,GSM41787,GSM41788,GSM41789,GSM41790,GSM41791,GSM41792,GSM41793,GSM41797,GSM41798,GSM41799,GSM41811,GSM41812,GSM41813
YHR086W,0.0620853,0.0934822,0.16622,0.286108,0.574973,0.0423818,0.288279,0.291462,0.065548,0.336911,0.0956902,0.366154,0.0452656,-0.00159807,-0.0256635,0.0133878,0.153594,0.203292,-0.0299479,0.231361,-0.0348991,0.377081,0.0705406,0.01841,0.198687,0.125875,0.115964,-0.124223,-0.076803,-0.236682
YHR087W,-0.251091,-0.805743,-1.58346,0.543447,0.533792,0.623841,1.59997,1.91023,1.84085,0.00917899,0.0398969,-0.0105016,-2.00349,-2.16767,-2.18924,1.28501,0.375695,0.51113,-1.58827,-1.29687,-1.54797,-2.21326,-1.99151,-2.19352,-1.59932,-1.09079,-1.89511,0.420818,1.10206,0.564664
YHR088W,0.0117266,0.261223,0.876846,0.330601,0.411334,0.295025,-1.1607,-1.42051,-1.16149,-1.05798,-1.23144,-0.788216,0.603007,0.555682,0.355283,-0.0586536,-0.291236,-0.266126,0.314418,0.303861,0.292064,0.774348,0.593572,0.662481,0.00149112,-0.344577,0.00155297,-0.778438,-0.522203,-0.602519
YHR089C,0.143991,-0.023616,0.308976,-0.109816,-0.223706,0.106401,-0.826476,-0.445475,-0.752157,-0.813467,-0.759685,-0.761591,0.14256,-0.0274701,-0.106516,-0.122533,-0.105549,0.010999,0.201324,-0.0762791,0.0424633,0.29408,0.142732,0.266722,-0.0453596,-0.0504796,-0.12846,-0.867907,-0.625856,-0.715444
YHR090C,-0.122322,-0.0372639,0.402683,-0.0751761,0.45045,0.124903,0.0156052,0.12775,0.31303,-0.42066,0.0472685,0.260474,-0.312174,-0.304434,-0.217559,0.0503177,-0.050713,0.136488,0.273312,0.220925,0.168407,0.329634,0.368903,0.147653,-0.0966417,-0.0256643,-0.0536427,-0.304724,-0.225795,-0.216791
YHR091C,0.241572,0.213756,0.181809,0.22823,0.121916,0.345282,0.518377,0.791956,0.616723,0.0528917,0.235483,0.262892,-0.502955,-0.455755,-0.673545,0.114132,0.365604,0.184487,0.520075,0.449487,0.336302,0.293182,0.264004,0.309764,0.240249,0.172099,0.164862,-0.67676,-0.781962,-0.787019
YHR092C,-0.664656,-0.828241,-0.872169,0.47148,0.447554,NA,1.1984,1.13683,1.3307,-0.035335,-0.182419,0.280576,0.0545672,-0.210203,-0.220637,-0.707993,-0.607236,-0.411319,-0.519835,-0.519777,-0.644147,-0.400696,-0.647423,-0.514905,-1.06902,-0.748109,-0.521388,0.556961,0.8559,0.564715
YHR094C,0.443774,-1.7303,-0.926794,-1.06703,0.203016,0.782059,-0.574683,-0.868517,-1.26154,-0.394564,-0.703131,-0.011679,0.645415,0.139698,-0.0147257,-0.312169,-0.238488,-0.162813,-0.0182326,-0.277821,-0.105722,0.253337,0.135252,0.336778,0.0228147,0.0437642,0.29392,0.114626,0.0477966,0.0386031
YHR096C,2.87637,0.211698,0.135032,0.342506,0.208643,0.235466,1.03978,0.88545,0.352657,0.0328027,0.117803,0.181393,-0.640028,-0.565526,-0.339842,1.47996,0.818959,0.785329,-0.547825,-0.53191,-0.799257,0.0456897,-0.0789442,-0.421908,-0.503428,-0.46288,-1.00261,-0.564519,-0.449789,-0.552427
YHR097C,0.369787,-0.099871,-0.277302,0.484474,0.151214,0.293472,1.13513,1.08768,0.894112,-0.182236,0.021894,-0.207749,-0.508974,-0.612566,-0.526082,0.456903,0.311694,0.116135,-0.230375,-0.542887,-0.330203,-0.440899,-0.671252,-0.846394,-0.367724,-0.382477,-0.542347,0.549322,0.27457,0.393602
YHR098C,-0.120408,-0.240873,-0.0694129,0.236237,-0.0977557,-0.0552801,0.299299,0.117727,0.113147,0.260162,-0.118275,0.161751,0.0563413,0.271587,0.103808,-0.21802,-0.151634,-0.305112,-0.185935,-0.271163,-0.253895,-0.0533592,-0.133072,-0.136653,0.257391,0.00897678,-0.0275129,0.406027,0.150848,0.171346
YHR099W,0.0340891,-0.0371875,-0.094564,0.167968,0.159564,0.0639284,0.16463,0.168121,-0.135394,0.0733514,0.0696523,-0.215248,0.177859,0.235872,-0.000884154,-0.230651,0.243531,0.0940732,-0.0985785,-0.00807723,-0.0620824,0.102555,-0.114808,-0.0282228,0.127316,0.150669,0.265196,NA,-0.0638108,-0.0219204
YHR100C,0.269744,0.630723,0.748449,0.418839,0.425862,0.544843,0.135035,0.0990816,0.0389626,-0.482082,-0.320094,-0.0784291,-0.131444,-0.114655,-0.0067498,0.31279,0.0636529,0.154968,0.294464,0.100165,0.0580124,0.432601,0.548835,0.117631,0.265395,0.107548,-0.0222417,-0.391206,-0.494592,-0.54218
YHR101C,-0.295807,-0.617174,-0.415701,0.133728,-0.154152,0.126494,0.568967,0.801216,0.653794,0.129827,0.158765,0.00858773,0.152944,0.0883127,-0.363666,-0.0512538,-0.0592919,-0.0374927,-0.249446,-0.42975,-0.212708,-0.0688559,-0.695538,-0.325821,-0.254316,-0.299687,-0.222356,0.173195,0.359606,0.256408
YHR102W,0.244952,0.00528312,-0.0643028,0.200493,-0.0650647,-0.317322,0.2537,-0.141167,-0.072123,-0.00928173,-0.106345,-0.151213,-0.174485,-0.202503,-0.102639,-0.358599,-0.146132,-0.191747,-0.259006,-0.0701301,0.104321,0.203139,0.156041,0.0858849,0.264342,0.281784,0.154935,0.114056,-0.134826,-0.130199
YHR103W,0.146174,0.0653849,-0.0570362,0.1837,0.0468421,0.298232,0.00213032,0.102281,0.122973,-0.0655115,0.151109,-0.0406567,-0.0749434,0.0508512,-0.128238,0.0116966,0.234975,-0.00516336,-0.0971859,-0.0538975,0.0580071,0.20951,-0.174371,-0.0385915,0.0239913,-0.0103665,0.185319,0.238403,0.158287,0.139293
YHR104W,-0.448409,-0.437386,-0.606895,-0.304066,-0.190393,-0.286173,0.802021,0.641184,0.679492,0.516422,0.48574,0.489656,-0.514051,-0.546987,-0.32585,-0.137645,-0.0762831,0.110908,-0.601831,-0.371605,-0.266261,-0.540571,-0.437675,-0.617008,-0.261184,-0.396252,-0.49118,0.611467,0.624683,0.583525
YHR105W,-0.201065,-0.36537,-0.696765,0.0873856,-0.466006,-0.236905,0.255409,0.114101,-0.000711588,0.119977,-0.0851288,-0.106838,0.033162,0.0337849,-0.144022,-0.28332,7.47E-05,-0.22999,-0.359251,-0.319056,-0.272754,-0.0793411,-0.239854,-0.222327,0.0532918,0.0781884,0.240095,0.0964071,0.00933354,-0.198514
YHR106W,0.0694436,-0.0603592,0.090488,0.133885,0.138792,-0.00661776,0.785471,0.662156,0.589442,0.236225,0.0347111,0.249129,-0.281717,-0.252392,-0.0454058,0.0776079,-0.0729547,0.199623,-0.185393,-0.043377,-0.00217368,-0.0272871,0.0447385,-0.0760984,0.117103,0.0748034,-0.0406813,0.150055,-0.0429623,-0.0773151
YHR107C,0.160719,0.0424315,0.373215,0.189141,-0.076225,0.141264,-0.0152257,0.172669,-0.18249,0.0248979,0.0847819,-0.0250761,0.165214,0.0117577,-0.161528,-0.117177,0.20814,0.0690609,0.100865,0.122281,0.157113,0.202927,0.439708,0.299867,0.088262,0.49908,0.493097,-0.136328,0.0999724,-0.030896
YHR108W,0.16178,0.178541,0.25584,0.082685,0.258893,-0.0671061,0.628496,-0.039364,-0.074055,0.397412,0.133789,0.455267,0.102689,-0.000762408,-0.00713386,-0.0759216,-0.0134683,-0.026917,0.16786,0.0917883,0.0703466,0.126276,0.0123053,0.0654531,0.219415,0.117261,0.180151,-0.0151691,0.0199649,-0.106924
YHR109W,0.279376,0.0837968,0.0141366,0.441018,0.147965,0.374322,0.621504,0.722658,0.620851,0.381943,0.747246,0.338426,-0.518054,-0.502129,-0.605683,0.110956,0.163554,0.136352,0.302479,0.314901,0.19579,0.287379,0.291848,0.186782,0.198982,0.197668,0.183735,-0.453307,-0.469663,-0.586562
YHR110W,-0.149986,-0.0689036,0.134851,-0.266104,-0.107648,-0.307027,0.166572,-0.150293,-0.00105078,0.308234,0.220304,0.585714,0.324501,0.248254,0.134002,0.116017,-0.0626785,0.162055,0.0870413,-0.00408634,-0.0898268,-0.0821904,-0.00573236,-0.0526917,-0.100544,-0.130691,-0.291312,0.128211,0.183603,0.223982
YHR111W,0.205448,0.0788529,0.281298,0.337952,-0.0135439,0.252289,0.123574,0.153635,0.203242,-0.0142991,0.0290324,-0.066398,0.113405,0.084408,-0.107741,-0.108801,-0.15961,-0.222803,0.0823618,-0.062164,-0.0188857,0.0350432,0.0834478,0.0665446,0.0452943,0.193379,0.0431061,-0.0835634,-0.507557,-0.264502
YHR112C,-0.154417,-0.324323,-0.148341,-0.378741,-0.0542962,-0.380575,0.348084,0.0199387,0.120311,0.766368,0.658642,1.09165,0.0400469,-0.285315,-0.275697,-1.65241,-0.372882,-1.60407,-2.02421,-1.54162,-2.11931,-1.52825,-2.4713,-1.36184,-1.17114,-1.00315,-1.86905,-1.75368,0.274782,-2.17572
YHR113W,0.0755607,-0.0683688,-0.151243,-0.0319515,-0.0927637,0.267012,0.501409,0.398091,0.418909,0.326394,0.336856,0.194641,0.032205,0.0401622,-0.0760309,0.0101149,0.101748,0.0550463,0.172352,0.0225423,0.0546051,-0.100581,-0.208184,-0.161877,-0.132239,-0.0422865,-0.302708,0.457241,0.176057,0.179667
YHR114W,-0.177815,-0.0150092,-0.0487604,0.0074527,0.273902,-0.141347,0.638281,0.165479,0.166171,0.520465,0.148967,0.388117,-0.0484159,-0.194956,0.0341746,-0.194858,-0.00624105,-0.313004,0.362908,0.298243,0.311768,0.270891,0.0143568,0.0804275,0.108081,0.0676642,0.098799,-0.203371,-0.237421,-0.199758
YHR115C,0.303099,0.288322,0.0694703,0.0877672,-0.0668108,0.156881,0.1493,0.166997,0.135369,0.00430408,-0.0304229,-0.0941189,0.0945874,0.0373448,-0.014926,-0.0322775,-0.130086,-0.0890412,0.0554114,0.0810417,-0.08559,0.110236,-0.207715,-0.154111,-0.0732899,-0.0896884,-0.274299,0.134275,-0.0313159,-0.0503495
YHR116W,0.313021,0.807362,0.803483,0.840789,0.860538,0.731618,1.39888,0.92783,0.951469,0.855341,0.869571,1.11944,-0.624777,-0.648075,-0.469087,0.577706,0.618511,0.719781,0.940967,0.855263,0.862707,0.84237,0.924946,0.710927,0.593935,0.67797,0.364166,-0.615225,-0.47199,-0.406935
YHR117W,0.267837,0.18256,0.283363,0.25636,-0.0502723,0.0326895,0.329062,0.317074,0.218611,0.146075,0.0816049,0.0842477,-0.265651,-0.144711,-0.329256,-0.0805287,0.0466132,0.0265781,-0.0410214,0.196581,0.153229,0.102144,0.0110286,0.188466,0.0875161,0.112852,0.110385,-0.154656,-0.289255,-0.233184
YHR118C,-1.43906,-1.071,-1.65055,-1.59103,-2.09104,-1.15742,-1.63954,-0.901348,-1.92088,-0.653536,-1.59011,-1.28251,-0.926906,-1.44287,-0.561436,-1.60614,-2.75172,-0.0191054,-1.36691,-1.94583,-1.59877,-1.42633,-2.68403,-0.671651,-2.07623,-2.26135,-1.26529,-0.736774,-0.725218,-1.44402
YHR119W,0.0180246,-0.062394,-0.0609336,-0.152111,-0.313864,0.172823,-0.322155,-0.0734974,-0.0786029,-0.154227,-0.069862,-0.187876,-0.0443813,-0.0859778,-0.234075,-0.158983,-0.0694197,-0.165765,-0.0305138,-0.153769,-0.0101693,0.221987,-0.254424,0.0270273,0.0304639,-0.0988816,0.032411,-0.146277,-0.214391,-0.250979
YHR120W,0.247273,0.261775,0.492336,0.461556,0.130797,-0.0123281,-0.173909,-0.301263,-0.40404,-0.0217078,0.0280086,0.0373646,-0.0891134,-0.0447086,0.163617,-0.00172764,0.0333457,-0.058702,0.276386,0.225142,0.253085,0.225325,0.17791,0.107184,0.246415,0.0577637,0.0848047,-0.551476,-0.556201,-0.646529
YHR121W,0.0354208,0.0918795,0.299862,0.135331,0.0815048,0.217593,0.218987,0.337788,0.370361,-0.0398696,0.330229,0.113306,0.0473469,0.141115,-0.132637,0.148019,0.0459996,0.0573562,-0.00969145,-0.0688533,0.117775,0.170024,-0.0462638,0.0479612,0.0243266,0.0966765,0.311156,0.102255,0.132589,0.194811
YHR122W,0.207264,0.271197,0.69092,0.385344,0.359041,0.424908,0.13858,0.147904,0.187771,-0.420652,-0.166983,-0.0459209,0.172993,0.417023,0.530892,0.24305,0.0479769,0.167142,0.17891,0.0734246,0.137839,0.249254,0.279771,0.143916,0.24918,0.117752,0.0978325,-0.352072,-0.273631,-0.287666
YHR123W,-0.121877,-0.391894,-0.436743,-0.644797,-0.784464,-0.950306,-0.678333,-0.657571,-0.967559,0.198572,-0.201089,-0.334106,0.538911,0.56348,0.395001,-0.543575,-0.083904,-0.405755,-0.618754,-0.33308,-0.289097,-0.319811,-0.369395,-0.224246,-0.00652774,0.0622236,0.179379,0.248397,0.355169,0.354584
YHR124W,-0.226039,-0.110432,0.203224,-0.0433656,-0.326296,-0.0633162,0.131843,0.0909028,0.245318,0.0679892,-0.0781966,0.166287,0.119427,0.320928,0.232372,-0.196194,-0.21587,-0.220248,-0.310967,0.118385,-0.0749612,-0.0933403,0.0436969,-0.0657693,0.0566868,0.250709,0.138315,NA,-0.0560456,0.059875
YHR126C,-0.28406,0.292837,0.541646,-0.618979,0.0919065,0.214833,0.302591,-0.0608688,-0.591491,-0.290865,0.0670689,-0.0352932,0.068648,0.558881,0.173369,-0.176373,-0.37637,0.571345,-0.425075,0.355524,0.266353,0.318769,0.215472,0.286957,0.0119697,0.201516,1.45326,0.247946,0.130967,-0.0248705
YHR127W,0.0878626,0.21735,0.374419,-0.0856007,-0.167052,-0.0330801,-0.400726,-0.427382,-0.442686,0.272231,0.160975,-0.116684,0.127879,0.0754262,0.124011,0.144813,0.15364,0.0752869,0.133823,0.139068,0.191809,0.355327,0.223529,-0.00680152,-0.0102732,0.186729,0.454093,-0.0770612,-0.0657297,-0.294227
YHR128W,0.316546,0.410269,0.755392,0.511152,0.261496,0.377874,-0.0381504,-0.347018,-0.0433681,-0.467095,-0.356962,-0.151464,0.196457,0.21319,0.290884,0.10728,-0.10681,0.0664309,0.18942,0.132497,0.253048,0.469354,0.505371,0.351245,0.480124,0.343863,0.515932,-0.530066,-0.597721,-0.512747
YHR129C,-0.0586122,-0.0131182,0.297973,-0.2298,-0.434326,0.0076435,-0.617359,-0.446895,-0.406004,-0.107532,0.0860628,-0.123456,0.168577,0.120355,0.160565,0.0230936,-0.24184,-0.108465,-0.111655,-0.157054,0.045789,0.124039,0.0781367,-0.0272976,0.0952966,0.0735852,0.252156,-0.156925,-0.35428,-0.344513
YHR131C,-0.105931,-0.24893,-0.232477,-0.136135,-0.401272,-0.0889924,0.120037,0.17848,-0.0114557,0.0117611,0.0986159,-0.152893,0.185743,0.107826,-0.0654928,-0.0981044,0.0969901,-0.0242764,-0.251391,-0.230119,0.0950366,0.130799,-0.111715,0.0319792,0.0444185,-0.00136213,0.42601,0.205823,0.0554043,-0.0414574
YHR132C,0.277061,0.573479,0.523534,0.358932,0.184103,0.170916,0.651169,0.094037,0.440292,0.222819,-0.0152202,0.586626,0.516586,0.416262,0.495644,6.69E-05,0.213056,0.131455,0.152081,0.167085,0.140441,0.146239,0.135964,0.14375,0.369651,0.418954,0.0878823,0.0636695,-0.0659994,-0.0366386
YHR132W-A,-0.180327,-0.179039,-0.216029,0.0669665,0.0432976,0.328555,0.521945,0.553116,0.882556,0.180772,0.426058,0.288108,-0.0256304,-0.0214976,-0.175188,0.0101428,0.00936623,0.280563,0.181917,0.0549598,0.286303,0.0324942,0.199652,0.110045,0.0743946,0.345284,0.17506,-0.0818996,-0.0185557,0.217397
YHR133C,0.236346,0.595829,0.793552,0.0688924,0.135858,0.0416838,-0.176917,-0.491091,-0.20561,-0.0660497,-0.138311,0.313191,0.443274,0.482035,0.672429,-0.00329635,-0.107915,0.0749401,0.328018,0.211146,-0.0523164,0.380905,0.140583,-0.0186251,0.384349,0.0389546,0.0733294,-0.119837,-0.051706,-0.0788807
YHR134W,-0.0887042,-0.348274,-0.179092,-0.308815,-0.208969,0.0493325,0.139761,0.251176,0.304337,-0.134448,0.0955811,-0.0676334,0.00169152,-0.227082,-0.168839,-0.285853,-0.146665,-0.106283,-0.174705,-0.160193,-0.192843,-0.207009,-0.060592,-0.126432,-0.0878098,0.0285341,-0.200626,0.0774736,-0.0842487,0.149326
YHR135C,0.233581,0.267948,0.0759837,0.0422623,-0.0973435,-0.202969,0.429486,-0.222685,-0.210699,0.287992,-0.146112,0.545857,0.65596,0.508631,0.61137,-0.428234,0.157965,-0.264736,0.0395882,0.00312595,-0.0900743,-0.115841,0.0720654,-0.101653,0.327584,0.337277,0.111182,0.356277,0.206254,0.238033
YHR136C,0.655731,0.368311,0.383417,-0.486951,-0.174362,-0.200163,0.0401269,-0.00406145,-0.27976,0.492369,0.396298,0.243692,-0.312012,-0.387857,-0.196932,-0.352244,0.26062,0.0537383,0.324559,-0.26642,-0.277007,-0.486771,-0.30011,-0.0935825,0.0580966,-0.245174,0.258474,-0.33034,-0.0417329,0.140827
YHR137W,1.3523,1.48456,1.67089,1.01714,1.02279,0.812336,0.389759,0.029821,0.304033,0.923998,0.896238,1.32131,-0.754874,-0.951396,-0.896764,-0.0381691,0.208178,0.391116,0.228966,0.388886,0.497001,0.125985,0.0424029,0.384443,NA,0.616816,0.458693,-2.50484,-2.35328,-2.97161
YHR138C,0.183921,-0.378688,-0.287381,-0.0764963,-0.295564,-0.0732024,0.409581,0.537401,0.498296,-0.322545,-0.00680646,-0.02016,0.3403,0.456601,0.382838,0.290798,0.253163,0.438104,0.254433,0.10456,0.298005,-0.129433,0.207548,-0.0336693,-0.597048,-0.282707,-0.544144,0.605085,0.565075,0.906275
YHR139C,2.79095,1.06338,0.506388,-0.282532,-0.0300288,-0.154043,0.587254,-0.259296,-0.2395,-0.0481172,0.086792,0.553996,0.198674,-0.614518,-0.233127,0.0069775,0.427679,0.0496017,0.350784,0.386891,-0.440453,0.563545,0.372706,-0.278198,0.0544875,-0.277813,-0.354862,-0.740174,-0.54068,-0.402539
YHR140W,-0.148913,0.015556,-0.0318828,0.256538,0.0501053,-0.0361349,0.336097,0.0566751,-0.21456,0.501317,-0.515177,0.0637841,0.677936,0.509911,0.690102,-0.337336,-0.30508,-0.119367,-0.0541907,-0.0936915,-0.331432,-0.152522,0.0440513,-0.507362,-0.0670151,-0.0470784,-0.231002,0.683744,0.938209,0.620941
YHR141C,0.114437,0.125634,0.233318,-0.0866225,-0.168657,0.252872,-0.677867,-0.271425,-0.125518,-0.538398,-0.244666,-0.266984,0.164782,0.153001,0.103265,-0.0374839,-0.136283,-0.0649851,0.0437326,-0.0900505,-0.00579301,0.0961745,-0.148208,-0.028602,-0.0251916,-0.196776,-0.230763,-0.174811,-0.243224,-0.113474
YHR142W,0.14083,0.339608,0.417788,0.181984,0.379991,0.592785,-0.0295194,-0.360888,-0.118367,-0.122184,0.102896,0.188548,0.321495,0.299811,0.520611,0.0295459,0.0887046,0.295243,0.162465,-0.147133,-0.180858,0.135848,0.0913614,-0.0248841,0.271997,0.201059,-0.141099,0.212165,0.0894077,0.143646
YHR143W,-0.598756,-0.749633,-1.03733,-0.620034,-0.758831,-0.788516,-0.0241104,-0.544537,-0.66614,0.707555,0.41928,-0.0653204,0.253791,0.213159,0.0331117,-0.13067,0.0213938,-0.0222113,-0.141064,-0.119403,-0.154023,-0.142885,0.0479393,0.0827055,-0.176232,-0.061678,-0.219034,0.214433,-0.226073,-0.103611
YHR143W-A,0.36359,0.598649,0.967234,-0.00107955,0.0248387,0.351005,-0.726526,-0.919041,-0.723984,-0.3476,-0.127126,0.308552,0.386725,0.38652,0.597768,0.114466,-0.00799126,0.122065,0.283986,-0.0547984,0.0201416,0.530561,0.550152,0.205404,0.505638,0.184386,0.00469177,-0.264999,-0.291634,-0.114412
YHR144C,-0.154936,-0.07263,-0.0661062,-0.320759,-0.429549,-0.216123,-1.20847,-0.93864,-0.849598,-0.369947,0.0140839,-0.506238,0.405293,0.416076,0.332097,-0.0613921,-0.271434,-0.145173,-0.140497,-0.163204,-0.184686,0.191748,0.0579578,-0.0416446,0.0178875,0.0875268,-0.052104,-0.2064,-0.277168,-0.254661
YHR146W,0.188926,-0.243058,-0.0881249,0.0534716,-0.186947,-0.0339793,0.110172,0.182444,-0.104322,-0.199292,-0.0384752,-0.271938,-0.272104,-0.329394,-0.518991,-0.100142,-0.169712,-0.333644,-0.177108,-0.204217,-0.075042,-0.16629,0.0735705,0.0739524,-0.171684,0.16682,0.0107044,-0.177917,-0.114552,-0.123863
YHR147C,0.248916,0.428196,0.662539,0.511744,0.787623,0.886861,0.94755,0.679327,0.892359,0.672226,0.775871,0.886872,-0.432587,-0.395369,-0.227142,0.411368,0.469231,0.567479,0.475467,0.468719,0.316728,0.618411,0.649104,0.458475,0.676347,0.427114,0.251075,-0.488121,-0.435899,-0.572318
YHR148W,0.617214,0.470628,0.793897,0.435304,0.154817,0.3535,-1.20615,-1.27022,-1.25468,-0.519438,-0.213975,-0.598228,0.54349,0.569078,0.466761,0.0744271,-0.0491869,-0.180997,0.37557,0.273521,0.402615,0.763141,0.616156,0.540837,0.120625,-0.0743991,0.192357,-0.569059,-0.653887,-0.410494
YHR149C,0.358287,0.314896,0.469423,-0.0934616,-0.0516801,-0.0491154,-1.42231,-1.88028,-1.39693,0.563172,0.185345,0.462537,0.15141,0.157833,0.310333,0.00944444,0.275306,-0.0768536,0.201159,0.31019,0.169783,0.387732,0.56178,0.331728,0.248067,-0.163921,-0.0631381,-0.482342,-0.424608,-0.551845
YHR150W,-0.195033,-0.0751612,-0.201636,0.261699,0.092524,0.0206665,0.162364,0.200729,0.0869599,-0.10774,0.00286337,-0.470234,0.265823,0.359582,0.251544,-0.108866,-0.118164,0.0381774,-0.0492362,-0.169819,0.156881,-0.0899907,-0.108194,-0.156152,0.0406438,0.136967,0.0458275,0.0385217,-0.117908,-0.0229129
YHR151C,-0.15329,-0.269588,-0.108665,-0.154139,-0.239945,-0.220654,-0.126082,-0.289463,-0.170837,-0.124443,0.0371101,0.0215666,0.237086,0.246191,0.472192,-0.186946,-0.188791,-0.323083,-0.25641,-0.174802,-0.326222,0.140535,0.025524,-0.128489,0.282774,0.106155,0.0665047,-0.0316184,0.119855,-0.183799
YHR152W,-0.306901,-0.383241,-0.380975,-0.181727,-0.288997,-0.0573036,0.165601,0.347207,0.0697758,0.159832,0.398885,0.0810682,0.189776,-0.241285,-0.13007,-0.0505273,0.208834,-0.215001,-0.323225,-0.107387,-0.00634311,-0.0266191,0.0871761,0.103867,-0.278167,0.174424,0.0266144,0.294105,0.511674,0.537988
YHR153C,-0.163037,-0.200653,0.221838,-0.220465,-0.368211,-0.515761,-0.921407,-1.18688,-0.911195,0.342355,-0.125215,0.43389,0.484755,0.233853,0.404737,-0.273962,-0.139683,-0.119183,-0.170446,-0.121878,-0.146408,-0.0259705,-0.0254056,0.0159496,-0.00532549,-0.0960296,-0.0901842,-0.416203,-0.0390421,-0.214295
YHR154W,-0.00309136,-0.154052,0.0351811,-0.397889,-0.654047,-0.222126,-1.78476,-1.54027,-1.2839,-0.0818228,-0.0174309,-0.0509773,0.132042,0.126686,-0.171602,-0.169476,0.114029,-0.043709,0.0609751,-0.0349927,0.173518,-0.230006,0.142813,0.329157,-0.14209,0.100559,0.122754,-0.486443,-0.360571,-0.202408
YHR155W,0.0560399,-0.0531637,0.13205,0.315635,0.0702473,-0.153214,0.880132,0.0767834,0.346856,0.40758,0.302461,0.638446,0.490677,0.136339,0.0782551,-0.432107,0.0209643,-0.185621,-0.0504567,0.168952,-0.304254,0.0461961,-0.21665,-0.0410929,0.133131,-0.105243,-0.250662,-0.11568,-0.0653095,-0.187498
YHR156C,-0.0673763,-0.158434,-0.105193,0.0630058,0.0183853,0.37422,0.229894,0.186888,0.199305,-0.00698847,0.172769,0.340756,-0.263528,0.0395158,-0.0713042,-0.0274466,0.0389953,-0.250009,0.222258,0.0695624,0.0752319,0.312896,0.162784,0.190641,0.145254,0.345459,0.0287266,-0.41918,-0.407852,-0.456787
YHR157W,-0.08871,-0.227632,0.480172,0.691025,-0.0300663,-0.606357,-0.0394622,-0.0402691,0.0288686,-0.46482,-0.200644,-0.0559331,0.680312,0.232289,0.11078,-1.69257,-1.53701,-1.60407,-1.34501,-1.94583,-1.59877,-0.948934,-2.4713,-0.999474,-1.67114,NA,NA,-1.91291,NA,NA
YHR158C,-0.346931,-0.323335,-0.503251,-0.0299811,-0.148323,0.0557821,0.159036,0.469692,0.301993,0.0176865,-0.133025,0.0874131,-0.345394,-0.324401,-0.497579,-0.252135,0.242312,-0.291578,0.0405003,0.0353201,0.0728443,-0.0847652,0.00620479,0.100724,0.0833307,0.305741,0.238061,-0.0653764,0.0998372,-0.0255599
YHR159W,-0.115075,-0.116312,0.0679381,0.0257429,0.189775,-0.160284,0.520932,0.28722,0.33884,0.195486,0.0128474,0.443064,-0.22763,-0.0704306,-0.0814026,-1.15241,-0.497239,-1.60407,-0.947874,-1.94583,-1.59877,-1.86599,NA,-1.13759,-2.36951,NA,-1.71444,-0.461199,NA,-0.59076
YHR160C,-0.00505319,0.0934183,-0.197425,0.112083,0.128429,0.580873,0.807065,0.870411,0.790136,0.510806,0.520689,0.500932,-0.498759,-1.02301,-0.77535,0.0678143,-0.0491732,0.520905,0.325502,-0.142979,-0.303961,-0.00214406,-0.189497,-0.275976,-0.0786325,0.218294,0.0268794,-0.0400317,-0.255207,-0.316808
YHR161C,-0.15091,-0.28714,-0.351912,0.165402,0.284604,-0.253043,1.05353,0.422603,0.387271,0.366505,0.0618357,0.241299,0.244112,0.0588624,-0.073602,-0.185716,0.0275249,0.0173431,-0.299838,-0.199463,-0.289297,-0.507713,-0.386484,-0.283911,-0.174121,0.361208,-0.0719358,0.347336,0.268932,0.364976
YHR162W,-0.221559,-0.189843,-0.19273,-0.0171034,-0.160592,0.0546685,-0.0790467,0.278594,0.231409,0.204896,0.394346,0.407938,0.209304,0.11184,0.192213,0.079231,-0.136157,0.114768,0.244862,-0.00777047,0.206899,0.203127,0.176063,0.0778391,0.19293,0.470819,0.430416,0.00269057,0.13085,0.280732
YHR163W,0.575813,0.693791,1.1277,0.186414,0.5442,0.110114,0.0862342,-0.168983,-0.234668,0.184938,-0.338725,0.302577,0.121657,-0.035372,-0.118413,-0.151258,-0.0720555,0.465644,0.242918,0.265068,0.241681,0.261392,0.213267,0.266586,0.150216,0.314081,0.34649,-0.243523,-0.108736,-0.0263947
YHR164C,-0.0378564,-0.202106,-0.099431,0.0710051,-0.293406,0.132376,0.0602441,0.0939163,0.24233,0.116666,0.232003,0.142701,-0.404538,-0.215729,-0.436575,-0.241804,0.177901,0.0820615,0.267363,0.153195,0.0720073,0.0103149,-0.150168,0.00499326,-0.111259,-0.0484415,-0.158811,-0.206797,-0.222927,-0.162407
YHR165C,0.294865,0.114334,0.273096,0.329214,0.264732,0.281945,0.296808,0.0491264,0.0658775,0.172598,0.0799795,0.203522,-0.144058,-0.00424645,0.112763,0.0221324,0.151453,-0.118238,-0.00457215,0.0982965,-0.182959,0.0590296,0.37351,0.095153,0.272087,0.0332561,-0.0244366,0.161035,0.0565551,0.00599913
YHR166C,-0.201234,-0.0428941,-0.119316,-0.127376,-0.0798331,0.0851498,-0.0965308,0.0734147,0.176626,0.106419,0.227925,-0.0419388,0.145689,0.214892,0.156176,0.00227065,-0.0682093,0.111156,-0.165134,-0.30798,-0.251143,-0.101669,-0.149354,-0.115186,-0.168312,-0.0545026,0.0713243,0.150267,0.255386,0.157131
